Features,Best Model,Train Precision,Train Reward,Test Precision,Test Reward,Best Threshold
"('ema_10_50', 'ema_20_channel', 'macd_slope_4h')",XGBClassifier,0.2727272727272727,-45,0.13043478260869565,-17,0.55
"('rsi_limit_4h', 'williams_break', 'candle_4h')",XGBClassifier,0.248,-63,0.2727272727272727,-10,0.6
"('rsi_break_4h', 'williams_break', 'adx_max_4h')",XGBClassifier,0.2786885245901639,-54,0.4090909090909091,-4,0.6
"('rsi_break_4h', 'rsi_convergence5_40', 'williams_limit_4h')",XGBClassifier,0.18378678511937813,-2278,0.18666666666666668,-564,0.5
"('macd_max', 'cci', 'rsi_break_4h')",XGBClassifier,0.17467932005422881,-6239,0.1889168765743073,-1482,0.5
"('ema_10_50', 'bb_sqeeze_both_direction', 'williams_limit_4h')",XGBClassifier,0.21401028277634962,-890,0.22391857506361323,-217,0.55
"('adx_slope', 'macd', 'adx_4h')",XGBClassifier,0.21756225425950196,-862,0.21798365122615804,-207,0.55
"('macd_zero', 'macd_max_4h', 'rsi_convergence5_40')",XGBClassifier,0.20128904313336637,-1205,0.1921768707482993,-362,0.55
"('cci', 'candle_4h', 'rsi_convergence5_40')",XGBClassifier,0.20488466757123475,-435,0.14864864864864866,-156,0.55
"('macd', 'ema_20_channel', 'adx')",XGBClassifier,0.25666666666666665,-146,0.1875,-40,0.6
"('rsi_limit_4h', 'candle_4h', 'macd_slope_4h')",XGBClassifier,0.2025565388397247,-605,0.16470588235294117,-171,0.55
"('macd_max_4h', 'adx_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.17916566192428263,-2661,0.192197906755471,-647,0.5
"('bb_middle_crossing', 'rsi_convergence', 'adx_max_4h')",RandomForestClassifier,0.6153846153846154,3,0.3333333333333333,-1,0.45
"('adx_slope', 'cci', 'rsi_limit_4h')",XGBClassifier,0.21544209215442092,-457,0.18357487922705315,-131,0.55
"('macd_zero', 'rsi_convergence', 'adx_max_4h')",XGBClassifier,0.22045611610228058,-809,0.2344139650872818,-213,0.55
"('macd_zero', 'ema_20_channel', 'rsi_convergence5_40')",XGBClassifier,0.17887957224450116,-5285,0.18233618233618235,-1338,0.5
"('adx_slope', 'adx_4h', 'candle_4h')",XGBClassifier,0.21756225425950196,-862,0.21798365122615804,-207,0.55
"('macd_max', 'bb_sqeeze_both_direction_4h', 'williams_limit_4h')",XGBClassifier,0.19769673704414586,-1260,0.19222903885480572,-301,0.55
"('adx_max_48', 'macd', 'adx_max_21')",XGBClassifier,0.17192982456140352,-4301,0.17101273499090358,-1085,0.5
"('rsi', 'macd_max_4h', 'macd_slope_4h')",XGBClassifier,0.25217391304347825,-57,0.32142857142857145,-10,0.55
"('rsi', 'bb_middle_crossing', 'rsi_convergence')",XGBClassifier,0.36283185840707965,-31,0.3103448275862069,-11,0.6
"('rsi_break_4h', 'rsi_convergence5_40', 'bb_sqeeze_both_direction')",XGBClassifier,0.1700631629126445,-5537,0.1823869104908566,-1320,0.5
"('rsi_break_4h', 'bb_middle_crossing', 'rsi_convergence')",XGBClassifier,0.3581081081081081,-42,0.3076923076923077,-15,0.55
"('rsi', 'squeeze_momentum', 'ema_20_channel')",XGBClassifier,0.24602332979851538,-479,0.17857142857142858,-162,0.55
"('macd_max', 'cci', 'adx_max_21')",XGBClassifier,0.22077922077922077,-86,0.23684210526315788,-20,0.55
"('cci_4h', 'macd_max_4h', 'adx')",XGBClassifier,0.2222222222222222,-85,0.17647058823529413,-33,0.55
"('rsi_convergence', 'adx_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.31645569620253167,-87,0.3333333333333333,-24,0.55
"('bb_sqeeze_both_direction_4h', 'rsi_convergence', 'williams_break')",XGBClassifier,0.30718954248366015,-59,0.358974358974359,-11,0.6
"('macd_zero', 'adx_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.20058351568198396,-1642,0.20821529745042494,-412,0.55
"('adx_max_48', 'squeeze_momentum', 'williams_limit_4h')",XGBClassifier,0.18040792875610456,-2225,0.17191283292978207,-542,0.5
"('cci', 'cci_4h', 'adx_max_48')",XGBClassifier,0.22110091743119267,-608,0.19343065693430658,-168,0.55
"('rsi', 'macd_slope_4h', 'adx_max_4h')",XGBClassifier,0.20814182534471437,-889,0.2185792349726776,-206,0.55
"('bb_sqeeze_both_direction_4h', 'rsi_break_4h', 'macd_slope_4h')",XGBClassifier,0.18250313938886564,-3034,0.17801476620180476,-785,0.5
"('rsi_convergence', 'squeeze_momentum', 'macd_max_4h')",XGBClassifier,0.2130479102956167,-563,0.2553191489361702,-138,0.55
"('adx_4h', 'rsi_convergence5_40', 'macd_slope_4h')",XGBClassifier,0.2607449856733524,-167,0.25,-50,0.55
"('macd_max', 'macd_slope_4h', 'adx')",XGBClassifier,0.17736572890025576,-5046,0.1879854997410668,-1205,0.5
"('adx_max_48', 'bb_middle_crossing', 'adx_4h')",XGBClassifier,0.24542682926829268,-334,0.21910112359550563,-100,0.6
"('macd', 'macd_max_4h', 'williams_limit_4h')",XGBClassifier,0.2727272727272727,-40,0.21739130434782608,-13,0.55
"('adx_slope', 'cci_4h', 'ema_20_channel')",XGBClassifier,0.24897959183673468,-123,0.2647058823529412,-32,0.6
"('rsi_limit_4h', 'bb_middle_crossing', 'bb_middle_crossing_4h')",XGBClassifier,0.22735346358792186,-614,0.22033898305084745,-165,0.5
"('cci_4h', 'adx_max_48', 'adx_max_21')",XGBClassifier,0.1723538900608016,-5281,0.17857142857142858,-1332,0.5
"('rsi_break_4h', 'ema_10_50', 'williams_break')",XGBClassifier,0.23361034164358263,-577,0.2209737827715356,-149,0.55
"('squeeze_momentum', 'ema_10_50', 'candle_4h')",XGBClassifier,0.22332506203473945,-223,0.2222222222222222,-50,0.55
"('macd_zero', 'rsi_break_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.17993079584775087,-5365,0.18186068256194485,-1361,0.5
"('macd_max', 'rsi_convergence', 'bb_sqeeze_both_direction')",XGBClassifier,0.23466666666666666,-398,0.2916666666666667,-90,0.55
"('macd_max', 'bb_middle_crossing', 'adx_4h')",XGBClassifier,0.23777777777777778,-236,0.2246376811594203,-76,0.6
"('macd_max', 'rsi', 'macd_slope')",XGBClassifier,0.18657772387305438,-3101,0.18600953895071543,-790,0.5
"('squeeze_momentum', 'bb_sqeeze_both_direction', 'adx_max_21')",XGBClassifier,0.5,0,0.5,0,0.55
"('squeeze_momentum', 'adx_4h', 'macd_slope')",XGBClassifier,0.20714285714285716,-164,0.23529411764705882,-27,0.55
"('macd', 'rsi_convergence', 'adx_max_21')",XGBClassifier,0.23318385650224216,-357,0.26842105263157895,-88,0.55
"('rsi_convergence', 'squeeze_momentum', 'williams_limit_4h')",XGBClassifier,0.20686456400742115,-632,0.2555205047318612,-155,0.55
"('macd_zero', 'cci', 'adx_4h')",XGBClassifier,0.2846153846153846,-56,0.23529411764705882,-27,0.6
"('macd_convergence', 'rsi_limit_4h', 'rsi_convergence5_40')",XGBClassifier,0.25544554455445545,-247,0.2597402597402597,-74,0.6
"('macd_convergence', 'cci_4h', 'bb_sqeeze_both_direction_4h')",XGBClassifier,0.22005097706032287,-659,0.24411764705882352,-174,0.55
"('bb_middle_crossing', 'williams_limit_4h', 'adx')",XGBClassifier,0.2545454545454545,-81,0.21621621621621623,-21,0.6
"('rsi', 'macd_max_4h', 'candle_4h')",XGBClassifier,0.17380574651859687,-3701,0.18041958041958042,-914,0.5
"('macd_max_4h', 'ema_20_channel', 'bb_sqeeze_both_direction')",XGBClassifier,0.36363636363636365,-9,0.5,0,0.6
"('adx_max_48', 'macd', 'macd_slope_4h')",XGBClassifier,0.18013389381908765,-4109,0.18322023442319557,-1027,0.5
"('macd_max_4h', 'candle_4h', 'adx_max_4h')",XGBClassifier,0.20542082738944364,-413,0.22285714285714286,-97,0.55
"('macd_zero', 'adx_slope', 'macd_max_4h')",XGBClassifier,0.21189067342913498,-2045,0.2152317880794702,-516,0.5
"('adx_slope', 'macd', 'williams_limit_4h')",XGBClassifier,0.26842105263157895,-176,0.2597402597402597,-37,0.6
"('bb_sqeeze_both_direction_4h', 'rsi_limit_4h', 'ema_10_50')",XGBClassifier,0.2,-1407,0.1796116504854369,-396,0.55
"('ema_10_50', 'williams_break', 'bb_sqeeze_both_direction')",XGBClassifier,0.183638928067701,-4486,0.18669647847959753,-1121,0.5
"('rsi_limit_4h', 'rsi_convergence', 'williams_break')",XGBClassifier,0.30718954248366015,-59,0.358974358974359,-11,0.55
"('rsi', 'adx_max_48', 'macd_max_4h')",XGBClassifier,0.16913996627318717,-3924,0.17890520694259013,-962,0.5
"('cci', 'cci_4h', 'adx_max_21')",XGBClassifier,0.19113573407202217,-1338,0.20446735395189003,-344,0.5
"('adx_slope', 'ema_20_channel', 'bb_sqeeze_both_direction')",XGBClassifier,0.24806201550387597,-130,0.2535211267605634,-35,0.55
"('macd_zero', 'macd', 'williams_break')",XGBClassifier,0.2523719165085389,-261,0.24503311258278146,-77,0.6
"('bb_middle_crossing', 'bb_sqeeze_both_direction', 'macd_slope_4h')",XGBClassifier,0.2607655502392344,-200,0.22123893805309736,-63,0.55
"('adx_slope', 'rsi', 'macd_max_4h')",XGBClassifier,0.19981369352585002,-1289,0.2011605415860735,-309,0.55
"('adx_max_48', 'squeeze_momentum', 'macd_slope_4h')",XGBClassifier,0.23872679045092837,-197,0.23958333333333334,-50,0.55
"('cci_4h', 'macd', 'bb_middle_crossing')",XGBClassifier,0.17870957759554387,-4153,0.17879161528976573,-1042,0.5
"('macd_zero', 'bb_middle_crossing_4h', 'rsi_convergence5_40')",XGBClassifier,0.17875230202578268,-5582,0.18289353958143767,-1394,0.5
"('adx_max_48', 'macd_slope_4h', 'williams_limit_4h')",XGBClassifier,0.18590435095289465,-1747,0.17933130699088146,-422,0.5
"('cci', 'ema_10_50', 'bb_sqeeze_both_direction')",XGBClassifier,0.254320987654321,-199,0.25892857142857145,-54,0.6
"('adx_4h', 'bb_sqeeze_both_direction', 'adx_max_21')",XGBClassifier,0.3870967741935484,-7,0.42857142857142855,-1,0.55
"('ema_10_50', 'adx_max_21', 'macd_slope')",XGBClassifier,0.20053475935828877,-448,0.18604651162790697,-135,0.55
"('macd_convergence', 'bb_sqeeze_both_direction_4h', 'rsi')",XGBClassifier,0.3700787401574803,-33,0.34285714285714286,-11,0.6
"('macd_convergence', 'squeeze_momentum', 'adx_4h')",XGBClassifier,0.3492063492063492,-19,0.29411764705882354,-7,0.55
"('rsi_break_4h', 'macd', 'rsi_convergence5_40')",XGBClassifier,0.17413572343149808,-4072,0.17210492642354447,-1025,0.5
"('macd_zero', 'rsi', 'adx_max_48')",XGBClassifier,0.17874753451676528,-5212,0.18173076923076922,-1324,0.5
"('rsi_limit_4h', 'ema_10_50', 'rsi_convergence5_40')",XGBClassifier,0.19439728353140917,-2160,0.17777777777777778,-609,0.5
"('macd_max', 'cci', 'macd_slope_4h')",XGBClassifier,0.18147871545929797,-4265,0.19503331314354935,-1007,0.5
"('macd_max', 'rsi_convergence', 'adx_4h')",XGBClassifier,0.2646239554317549,-169,0.2972972972972973,-45,0.55
"('rsi_limit_4h', 'bb_middle_crossing_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.22535211267605634,-39,0.29411764705882354,-7,0.55
"('adx_max_48', 'rsi_convergence5_40', 'adx_max_21')",XGBClassifier,0.17757009345794392,-1863,0.1683046683046683,-540,0.5
"('rsi_convergence', 'ema_20_channel', 'adx_max_4h')",RandomForestClassifier,1.0,4,0.5,0,0.45
"('macd', 'bb_middle_crossing_4h', 'adx_max_21')",XGBClassifier,0.26666666666666666,-14,0.2,-6,0.55
"('cci_4h', 'ema_20_channel', 'adx_4h')",XGBClassifier,0.3055555555555556,-14,0.0,-8,0.6
"('rsi_limit_4h', 'macd_slope', 'williams_limit_4h')",XGBClassifier,0.17412028599467264,-4649,0.17437923250564333,-1154,0.5
"('macd_max', 'rsi_convergence5_40', 'williams_limit_4h')",XGBClassifier,0.17316319409829528,-6557,0.18570287539936103,-1574,0.45
"('cci', 'macd_slope_4h', 'adx_max_4h')",XGBClassifier,0.3125,-30,0.3,-12,0.6
"('rsi_break_4h', 'ema_20_channel', 'adx_max_21')",RandomForestClassifier,0.75,2,0.0,0,0.45
"('cci_4h', 'rsi', 'ema_20_channel')",XGBClassifier,0.24555160142348753,-286,0.18791946308724833,-93,0.6
"('ema_10_50', 'rsi_convergence5_40', 'bb_sqeeze_both_direction')",XGBClassifier,0.20843373493975903,-484,0.18067226890756302,-152,0.55
"('cci', 'cci_4h', 'ema_20_channel')",XGBClassifier,0.28703703703703703,-46,0.20930232558139536,-25,0.6
"('macd_convergence', 'rsi', 'bb_middle_crossing')",XGBClassifier,0.3581081081081081,-42,0.28205128205128205,-17,0.6
"('adx_slope', 'macd_slope_4h', 'williams_limit_4h')",XGBClassifier,0.2902208201892745,-133,0.2647058823529412,-32,0.6
"('macd_convergence', 'rsi', 'macd_max_4h')",XGBClassifier,0.26307922272047835,-317,0.2670157068062827,-89,0.55
"('candle_4h', 'bb_sqeeze_both_direction', 'macd_slope')",XGBClassifier,0.19723739158368134,-1885,0.19843342036553524,-462,0.5
"('rsi', 'bb_sqeeze_both_direction', 'macd_slope')",XGBClassifier,0.18328726344886243,-2979,0.1829787234042553,-745,0.5
"('bb_sqeeze_both_direction_4h', 'rsi_limit_4h', 'candle_4h')",XGBClassifier,0.17885548011639185,-3311,0.1782178217821782,-845,0.5
"('rsi_convergence', 'adx_4h', 'adx_max_4h')",XGBClassifier,0.2627551020408163,-186,0.2764227642276423,-55,0.55
"('macd_zero', 'rsi_limit_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.21971496437054633,-944,0.21179039301310043,-264,0.55
"('macd_max', 'macd_zero', 'rsi')",XGBClassifier,0.20258272800645682,-1474,0.2039573820395738,-389,0.55
"('macd_max', 'adx_slope', 'williams_limit_4h')",XGBClassifier,0.24169530355097366,-451,0.208955223880597,-117,0.6
"('rsi_limit_4h', 'adx_max_48', 'bb_middle_crossing')",XGBClassifier,0.22735346358792186,-614,0.22033898305084745,-165,0.5
"('cci_4h', 'adx_max_21', 'williams_limit_4h')",XGBClassifier,0.2647058823529412,-32,0.18181818181818182,-14,0.6
"('macd_convergence', 'rsi_convergence', 'candle_4h')",XGBClassifier,0.21894736842105264,-801,0.2375,-210,0.55
"('adx_slope', 'ema_20_channel', 'macd_slope')",XGBClassifier,0.24806201550387597,-130,0.2535211267605634,-35,0.55
"('macd_convergence', 'bb_middle_crossing_4h', 'adx_max_4h')",XGBClassifier,0.27091633466135456,-115,0.34285714285714286,-22,0.6
"('macd', 'bb_middle_crossing', 'macd_slope')",XGBClassifier,0.30578512396694213,-47,0.27586206896551724,-13,0.55
"('adx_slope', 'macd_slope_4h', 'adx_max_4h')",XGBClassifier,0.20335515548281505,-1450,0.2039151712887439,-363,0.55
"('williams_break', 'ema_20_channel', 'rsi_convergence5_40')",XGBClassifier,0.23434991974317818,-331,0.19708029197080293,-83,0.55
"('bb_middle_crossing', 'candle_4h', 'adx')",XGBClassifier,0.18865464029558793,-2865,0.1906779661016949,-730,0.5
"('macd_zero', 'macd_max_4h', 'ema_10_50')",XGBClassifier,0.2061752988047809,-590,0.21694915254237288,-167,0.55
"('macd_max', 'rsi', 'adx_4h')",XGBClassifier,0.17316319409829528,-6557,0.18570287539936103,-1574,0.45
"('macd_max_4h', 'bb_middle_crossing_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.17320427916454406,-5132,0.18441161487519103,-1239,0.5
"('macd_zero', 'cci_4h', 'rsi_convergence5_40')",XGBClassifier,0.2166172106824926,-382,0.19318181818181818,-108,0.55
"('macd_zero', 'rsi', 'squeeze_momentum')",XGBClassifier,0.23393316195372751,-207,0.2,-63,0.55
"('adx_slope', 'macd_max_4h', 'candle_4h')",XGBClassifier,0.20159283225485317,-1199,0.20809248554913296,-303,0.55
"('macd_convergence', 'adx_4h', 'williams_limit_4h')",XGBClassifier,0.30857142857142855,-67,0.36363636363636365,-12,0.55
"('rsi_convergence', 'ema_20_channel', 'macd_slope_4h')",XGBClassifier,0.2692307692307692,-60,0.2962962962962963,-11,0.6
"('ema_20_channel', 'bb_middle_crossing_4h', 'macd_slope_4h')",XGBClassifier,0.2709677419354839,-71,0.17073170731707318,-27,0.6
"('adx_slope', 'rsi_convergence5_40', 'macd_slope_4h')",XGBClassifier,0.24610591900311526,-163,0.20618556701030927,-57,0.55
"('cci_4h', 'williams_limit_4h', 'adx')",XGBClassifier,0.2,-204,0.14285714285714285,-55,0.55
"('macd_zero', 'squeeze_momentum', 'bb_sqeeze_both_direction')",XGBClassifier,0.18822712276436881,-3591,0.18758526603001363,-916,0.5
"('rsi_limit_4h', 'adx_4h', 'rsi_convergence5_40')",XGBClassifier,0.22202166064981949,-308,0.21686746987951808,-94,0.55
"('macd_convergence', 'macd_max_4h', 'adx_max_21')",XGBClassifier,0.26956521739130435,-53,0.37037037037037035,-7,0.6
"('bb_middle_crossing_4h', 'rsi_convergence5_40', 'bb_sqeeze_both_direction')",XGBClassifier,0.16987253765932792,-5698,0.18233082706766918,-1352,0.5
"('adx_max_48', 'rsi_convergence', 'williams_limit_4h')",XGBClassifier,0.20181219110378912,-724,0.2442528735632184,-178,0.55
"('bb_middle_crossing', 'adx_max_21', 'adx_max_4h')",XGBClassifier,0.3595505617977528,-25,0.3125,-6,0.55
"('bb_sqeeze_both_direction_4h', 'rsi_break_4h', 'rsi')",XGBClassifier,0.1792752701843611,-3027,0.17391304347826086,-795,0.5
"('cci_4h', 'ema_10_50', 'ema_20_channel')",XGBClassifier,0.2717391304347826,-42,0.20833333333333334,-14,0.6
"('rsi_limit_4h', 'macd', 'adx_max_4h')",XGBClassifier,0.2271604938271605,-221,0.2708333333333333,-44,0.55
"('macd_max_4h', 'adx_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.3333333333333333,-12,0.38461538461538464,-3,0.6
"('bb_middle_crossing', 'ema_20_channel', 'macd_slope_4h')",XGBClassifier,0.24566473988439305,-176,0.17582417582417584,-59,0.6
"('rsi_break_4h', 'macd', 'williams_limit_4h')",XGBClassifier,0.21169354838709678,-858,0.2028985507246377,-205,0.5
"('rsi_convergence5_40', 'bb_sqeeze_both_direction', 'macd_slope')",XGBClassifier,0.20168067226890757,-426,0.16990291262135923,-136,0.55
"('cci', 'rsi_convergence', 'adx_max_21')",XGBClassifier,0.2101851851851852,-626,0.250814332247557,-153,0.55
"('cci_4h', 'squeeze_momentum', 'ema_10_50')",XGBClassifier,0.17524606855979183,-5741,0.17926186291739896,-1460,0.5
"('cci', 'macd', 'adx')",XGBClassifier,0.18234442836468887,-2634,0.17485822306238186,-688,0.5
"('adx_slope', 'squeeze_momentum', 'williams_limit_4h')",XGBClassifier,0.19483052913923432,-2503,0.20430107526881722,-605,0.5
"('bb_sqeeze_both_direction_4h', 'ema_20_channel', 'rsi_convergence5_40')",XGBClassifier,0.2648648648648649,-87,0.17647058823529413,-22,0.55
"('adx_max_48', 'macd', 'williams_break')",XGBClassifier,0.22408536585365854,-724,0.21405750798722045,-179,0.55
"('macd_zero', 'rsi_convergence', 'macd_slope')",XGBClassifier,0.2694300518134715,-89,0.36363636363636365,-15,0.6
"('adx_max_48', 'williams_break', 'macd_slope')",XGBClassifier,0.22743055555555555,-628,0.2127659574468085,-162,0.55
"('macd_convergence', 'adx_max_48', 'macd_slope')",XGBClassifier,0.25276752767527677,-268,0.267515923566879,-73,0.55
"('rsi', 'williams_break', 'bb_sqeeze_both_direction')",XGBClassifier,0.24436090225563908,-272,0.26865671641791045,-62,0.6
"('williams_break', 'candle_4h', 'williams_limit_4h')",XGBClassifier,0.21831955922865015,-818,0.21159420289855072,-199,0.55
"('cci', 'rsi_convergence5_40', 'adx')",XGBClassifier,0.1843079200592154,-1706,0.1797752808988764,-456,0.5
"('rsi_convergence', 'squeeze_momentum', 'candle_4h')",XGBClassifier,0.20686456400742115,-632,0.2555205047318612,-155,0.55
"('cci', 'bb_middle_crossing_4h', 'adx_max_21')",XGBClassifier,0.4166666666666667,-2,0.0,-4,0.55
"('ema_20_channel', 'adx_4h', 'macd_slope')",XGBClassifier,0.259375,-154,0.2,-57,0.6
"('macd_zero', 'rsi_convergence', 'williams_limit_4h')",XGBClassifier,0.21230643846780767,-1412,0.20933977455716588,-361,0.55
"('candle_4h', 'macd_slope', 'williams_limit_4h')",XGBClassifier,0.20992676973148902,-713,0.20655737704918034,-179,0.55
"('bb_sqeeze_both_direction_4h', 'williams_break', 'adx')",XGBClassifier,0.23041894353369763,-592,0.23107569721115537,-135,0.55
"('adx_slope', 'cci', 'williams_limit_4h')",XGBClassifier,0.23315508021390374,-499,0.20930232558139536,-125,0.55
"('adx_max_48', 'adx_4h', 'williams_limit_4h')",XGBClassifier,0.19986675549633579,-901,0.19021739130434784,-228,0.55
"('rsi_break_4h', 'bb_middle_crossing_4h', 'williams_limit_4h')",XGBClassifier,0.18441874619598295,-2074,0.17830423940149626,-516,0.5
"('ema_20_channel', 'adx_4h', 'adx_max_21')",RandomForestClassifier,0.8,6,0.6666666666666666,1,0.45
"('rsi_break_4h', 'ema_10_50', 'macd_slope')",XGBClassifier,0.18295652173913043,-3646,0.1804054054054054,-946,0.5
"('adx_slope', 'rsi_break_4h', 'adx_max_48')",XGBClassifier,0.18786820859698888,-2861,0.19699646643109542,-686,0.5
"('adx_max_21', 'macd_slope_4h', 'adx_max_4h')",XGBClassifier,0.2180232558139535,-194,0.2564102564102564,-38,0.55
"('squeeze_momentum', 'adx_max_21', 'williams_limit_4h')",XGBClassifier,0.23783783783783785,-97,0.13793103448275862,-42,0.55
"('adx_slope', 'cci_4h', 'macd_max_4h')",XGBClassifier,0.20477716283134284,-2027,0.20509849362688296,-509,0.55
"('rsi', 'bb_middle_crossing', 'williams_break')",XGBClassifier,0.23523421588594703,-520,0.2235294117647059,-141,0.55
"('macd_convergence', 'rsi', 'macd_slope_4h')",XGBClassifier,0.23938223938223938,-405,0.25116279069767444,-107,0.55
"('rsi_limit_4h', 'adx_max_21', 'adx_max_4h')",XGBClassifier,0.17378472222222222,-3758,0.17553559087767795,-939,0.5
"('rsi_limit_4h', 'adx_4h', 'adx_max_4h')",XGBClassifier,0.1766162669447341,-4962,0.17857142857142858,-1242,0.5
"('macd', 'rsi_convergence', 'candle_4h')",XGBClassifier,0.2189873417721519,-444,0.25663716814159293,-110,0.55
"('bb_middle_crossing', 'adx_max_21', 'macd_slope')",XGBClassifier,0.25793650793650796,-122,0.2711864406779661,-27,0.6
"('bb_middle_crossing', 'bb_middle_crossing_4h', 'williams_limit_4h')",XGBClassifier,0.2462686567164179,-136,0.22033898305084745,-33,0.6
"('bb_middle_crossing', 'bb_middle_crossing_4h', 'macd_slope_4h')",XGBClassifier,0.24063400576368876,-360,0.1962025316455696,-96,0.6
"('rsi_limit_4h', 'ema_10_50', 'candle_4h')",XGBClassifier,0.18209924254135107,-4113,0.1804556354916067,-1066,0.5
"('macd_zero', 'adx_max_21', 'williams_limit_4h')",XGBClassifier,0.2727272727272727,-60,0.175,-26,0.6
