Features,Best Model,Train Precision,Train Reward,Test Precision,Test Reward,Best Threshold
"('ema_10_50', 'williams_break', 'macd_slope')",XGBClassifier,0.23361034164358263,-577,0.2209737827715356,-149,0.55
"('rsi_break_4h', 'candle_4h', 'williams_limit_4h')",XGBClassifier,0.2030812324929972,-848,0.1952662721893491,-206,0.55
"('adx_max_48', 'bb_middle_crossing', 'macd_slope')",XGBClassifier,0.2733812949640288,-63,0.28125,-14,0.6
"('bb_middle_crossing', 'ema_20_channel', 'rsi_convergence5_40')",XGBClassifier,0.2269170579029734,-698,0.21671826625386997,-183,0.5
"('macd_zero', 'adx_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.22080185938407904,-961,0.2311111111111111,-242,0.55
"('adx_max_48', 'bb_middle_crossing', 'candle_4h')",XGBClassifier,0.31666666666666665,-22,0.2222222222222222,-5,0.6
"('macd', 'macd_max_4h', 'adx_max_4h')",XGBClassifier,0.24609375,-130,0.2857142857142857,-24,0.55
"('cci_4h', 'rsi_convergence', 'ema_10_50')",XGBClassifier,0.25274725274725274,-135,0.34210526315789475,-24,0.55
"('macd_zero', 'macd_convergence', 'macd_slope')",XGBClassifier,0.2314165497896213,-383,0.24623115577889448,-101,0.55
"('rsi', 'adx_max_21', 'macd_slope_4h')",XGBClassifier,0.2054120541205412,-479,0.25,-88,0.55
"('macd_max_4h', 'ema_10_50', 'rsi_convergence5_40')",XGBClassifier,0.17431706224809673,-5818,0.1792411687745312,-1471,0.5
"('adx_slope', 'adx_max_48', 'macd_max_4h')",XGBClassifier,0.19106382978723405,-2904,0.20477815699658702,-692,0.5
"('macd_max', 'adx_slope', 'bb_middle_crossing')",XGBClassifier,0.3027027027027027,-73,0.3488372093023256,-13,0.6
"('macd_convergence', 'macd_slope_4h', 'adx')",XGBClassifier,0.22704837117472854,-553,0.2571428571428571,-136,0.55
"('cci', 'bb_middle_crossing_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.17086802783164137,-5771,0.18330308529945555,-1396,0.5
"('macd_convergence', 'adx_max_48', 'adx_max_4h')",XGBClassifier,0.4444444444444444,-4,0.6363636363636364,3,0.6
"('adx_slope', 'adx_max_4h', 'adx')",XGBClassifier,0.22171428571428572,-487,0.22807017543859648,-124,0.55
"('macd_convergence', 'bb_sqeeze_both_direction_4h', 'macd')",XGBClassifier,0.34375,-40,0.28888888888888886,-19,0.6
"('cci', 'bb_sqeeze_both_direction_4h', 'ema_20_channel')",XGBClassifier,0.35714285714285715,-12,0.23529411764705882,-9,0.6
"('rsi_limit_4h', 'rsi_convergence5_40', 'adx_max_21')",XGBClassifier,0.17118593563766388,-4414,0.17106773823191734,-1146,0.5
"('adx_slope', 'adx_4h', 'adx_max_4h')",XGBClassifier,0.21224086870681144,-1166,0.21311475409836064,-280,0.55
"('cci', 'rsi_limit_4h', 'rsi_break_4h')",XGBClassifier,0.17331834363874837,-3487,0.18365817091454273,-844,0.5
"('macd_convergence', 'macd', 'adx_max_21')",XGBClassifier,0.22424722662440572,-696,0.24929178470254956,-177,0.55
"('macd_max', 'squeeze_momentum', 'adx')",XGBClassifier,0.18325666973321067,-3443,0.1888317413666422,-847,0.5
"('macd_convergence', 'cci_4h', 'williams_limit_4h')",XGBClassifier,0.2713178294573643,-177,0.3118279569892473,-35,0.55
"('macd_zero', 'macd_convergence', 'bb_middle_crossing_4h')",RandomForestClassifier,0.5588235294117647,4,0.5,0,0.45
"('adx_4h', 'bb_middle_crossing_4h', 'williams_limit_4h')",XGBClassifier,0.17876907596847225,-3831,0.18606224627875506,-928,0.5
"('bb_sqeeze_both_direction_4h', 'williams_break', 'adx_max_4h')",XGBClassifier,0.2786885245901639,-54,0.4090909090909091,-4,0.55
"('macd', 'bb_middle_crossing_4h', 'williams_limit_4h')",XGBClassifier,0.20934959349593496,-858,0.20175438596491227,-204,0.55
"('rsi', 'macd', 'adx_max_21')",XGBClassifier,0.20672740014015417,-837,0.20334261838440112,-213,0.55
"('cci', 'bb_middle_crossing', 'ema_20_channel')",XGBClassifier,0.2702702702702703,-102,0.25806451612903225,-30,0.6
"('cci_4h', 'rsi', 'adx_4h')",XGBClassifier,0.3333333333333333,-2,0.3333333333333333,-1,0.55
"('adx_4h', 'williams_limit_4h', 'adx')",XGBClassifier,0.2025586353944563,-837,0.2046783625730994,-202,0.55
"('bb_middle_crossing_4h', 'bb_sqeeze_both_direction', 'macd_slope_4h')",XGBClassifier,0.1788650491277321,-3203,0.17834394904458598,-808,0.5
"('macd_max', 'ema_10_50', 'williams_break')",XGBClassifier,0.18107337924483496,-5372,0.18755846585594013,-1336,0.5
"('rsi_convergence5_40', 'adx_max_21', 'adx_max_4h')",XGBClassifier,0.20849933598937584,-439,0.21787709497206703,-101,0.55
"('adx_slope', 'rsi_limit_4h', 'williams_limit_4h')",XGBClassifier,0.23315508021390374,-499,0.20930232558139536,-125,0.55
"('macd', 'candle_4h', 'adx_max_21')",XGBClassifier,0.18774548311076197,-2385,0.1787538304392237,-629,0.5
"('macd_convergence', 'rsi', 'bb_middle_crossing_4h')",XGBClassifier,0.4,-12,0.3,-8,0.6
"('rsi', 'rsi_convergence5_40', 'adx')",XGBClassifier,0.22994652406417113,-202,0.1732283464566929,-83,0.55
"('macd_max', 'ema_10_50', 'adx_max_4h')",XGBClassifier,0.18116480793060719,-5146,0.18731848983543078,-1292,0.5
"('bb_sqeeze_both_direction_4h', 'macd', 'adx')",XGBClassifier,0.17830174140853752,-4175,0.1762917933130699,-1065,0.5
"('bb_sqeeze_both_direction', 'macd_slope_4h', 'macd_slope')",XGBClassifier,0.18494623655913978,-2637,0.18726235741444866,-658,0.5
"('williams_break', 'ema_20_channel', 'bb_middle_crossing_4h')",XGBClassifier,0.2709677419354839,-71,0.17073170731707318,-27,0.6
"('cci', 'rsi_break_4h', 'adx_max_48')",XGBClassifier,0.1729304215337735,-2576,0.1828752642706131,-600,0.5
"('rsi_break_4h', 'rsi_convergence', 'adx_4h')",XGBClassifier,0.4583333333333333,-2,0.16666666666666666,-4,0.6
"('macd', 'squeeze_momentum', 'adx')",XGBClassifier,0.4166666666666667,-8,0.3333333333333333,-4,0.6
"('macd_zero', 'williams_break', 'adx')",XGBClassifier,0.22844827586206898,-630,0.23049645390070922,-152,0.55
"('cci_4h', 'rsi_break_4h', 'rsi_convergence')",XGBClassifier,0.34782608695652173,-14,0.25,-6,0.6
"('adx_slope', 'rsi_break_4h', 'adx_max_4h')",XGBClassifier,0.18775589783583543,-3203,0.19731649565903708,-767,0.5
"('adx_slope', 'macd', 'rsi_convergence5_40')",XGBClassifier,0.26243093922651933,-172,0.20833333333333334,-56,0.55
"('bb_sqeeze_both_direction_4h', 'adx_max_48', 'bb_middle_crossing_4h')",XGBClassifier,0.17011074323552916,-5779,0.17577948486217804,-1435,0.5
"('rsi_break_4h', 'rsi_convergence', 'rsi_convergence5_40')",XGBClassifier,0.4411764705882353,-4,0.42857142857142855,-1,0.6
"('cci', 'rsi', 'bb_middle_crossing')",XGBClassifier,0.2702702702702703,-102,0.25806451612903225,-30,0.6
"('adx_slope', 'bb_sqeeze_both_direction_4h', 'rsi')",XGBClassifier,0.1868654136962627,-2899,0.19720767888307156,-694,0.5
"('bb_sqeeze_both_direction_4h', 'williams_break', 'williams_limit_4h')",XGBClassifier,0.2555205047318612,-155,0.29411764705882354,-21,0.6
"('adx_max_21', 'williams_limit_4h', 'adx')",XGBClassifier,0.23783783783783785,-97,0.13793103448275862,-42,0.55
"('cci', 'rsi_limit_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.17484727196123867,-3087,0.19253112033195022,-741,0.5
"('cci', 'ema_10_50', 'williams_break')",XGBClassifier,0.32407407407407407,-38,0.22727272727272727,-24,0.6
"('rsi_limit_4h', 'bb_sqeeze_both_direction', 'macd_slope_4h')",XGBClassifier,0.20934411500449238,-647,0.20567375886524822,-166,0.55
"('rsi', 'ema_10_50', 'williams_limit_4h')",XGBClassifier,0.21291866028708134,-480,0.18536585365853658,-129,0.55
"('bb_middle_crossing_4h', 'rsi_convergence5_40', 'adx')",XGBClassifier,0.18648799553322165,-1123,0.17943107221006566,-293,0.5
"('rsi_break_4h', 'ema_20_channel', 'macd_slope_4h')",XGBClassifier,0.2517985611510791,-69,0.17073170731707318,-27,0.6
"('cci', 'bb_middle_crossing_4h', 'macd_slope_4h')",XGBClassifier,0.2265625,-70,0.2857142857142857,-18,0.55
"('rsi', 'ema_20_channel', 'adx')",XGBClassifier,0.24217462932454695,-313,0.17088607594936708,-104,0.55
"('macd', 'adx_max_4h', 'adx')",XGBClassifier,0.21581196581196582,-266,0.25,-52,0.55
"('adx_slope', 'cci_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.20477716283134284,-2027,0.20509849362688296,-509,0.5
"('adx_slope', 'rsi', 'candle_4h')",XGBClassifier,0.18752523213564795,-3096,0.18363939899833054,-758,0.5
"('cci', 'ema_20_channel', 'macd_slope_4h')",XGBClassifier,0.2727272727272727,-65,0.19230769230769232,-32,0.6
"('macd_convergence', 'adx_max_48', 'williams_limit_4h')",XGBClassifier,0.25363825363825365,-237,0.2916666666666667,-50,0.6
"('adx_4h', 'bb_sqeeze_both_direction', 'williams_limit_4h')",XGBClassifier,0.21258907363420426,-484,0.25,-100,0.55
"('macd_max_4h', 'adx_max_21', 'williams_limit_4h')",XGBClassifier,0.25625,-78,0.1346153846153846,-38,0.55
"('cci', 'cci_4h', 'bb_sqeeze_both_direction_4h')",XGBClassifier,0.26339285714285715,-106,0.20634920634920634,-37,0.55
"('cci_4h', 'rsi_convergence5_40', 'adx_max_4h')",XGBClassifier,0.19967266775777415,-1101,0.1905697445972495,-315,0.5
"('rsi_convergence', 'candle_4h', 'rsi_convergence5_40')",XGBClassifier,0.21120186697782964,-495,0.24897959183673468,-123,0.55
"('bb_middle_crossing_4h', 'adx_max_21', 'macd_slope')",XGBClassifier,0.28,-11,0.125,-6,0.55
"('cci_4h', 'bb_sqeeze_both_direction_4h', 'adx_max_48')",XGBClassifier,0.1805478948336091,-3475,0.1781609195402299,-896,0.5
"('rsi_limit_4h', 'macd_max_4h', 'williams_break')",XGBClassifier,0.273972602739726,-66,0.275,-18,0.6
"('macd_max', 'adx_slope', 'bb_sqeeze_both_direction_4h')",XGBClassifier,0.21360592174832568,-1625,0.23198847262247838,-372,0.55
"('adx_slope', 'rsi', 'rsi_convergence5_40')",XGBClassifier,0.25925925925925924,-143,0.19318181818181818,-54,0.55
"('macd_convergence', 'rsi_break_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.22770562770562772,-629,0.24,-169,0.5
"('adx_max_48', 'bb_middle_crossing', 'rsi_convergence')",XGBClassifier,0.36283185840707965,-31,0.3103448275862069,-11,0.55
"('adx_max_48', 'macd_max_4h', 'candle_4h')",XGBClassifier,0.17380574651859687,-3701,0.18041958041958042,-914,0.5
"('rsi_break_4h', 'adx_max_48', 'williams_break')",XGBClassifier,0.21831955922865015,-818,0.21159420289855072,-199,0.5
"('rsi_limit_4h', 'adx_max_48', 'williams_limit_4h')",XGBClassifier,0.18455228981544772,-1846,0.17800289435600578,-445,0.5
"('macd', 'rsi_convergence', 'adx_max_4h')",XGBClassifier,0.22075637642919965,-635,0.2440677966101695,-151,0.55
"('macd_max_4h', 'williams_break', 'bb_sqeeze_both_direction')",XGBClassifier,0.273972602739726,-66,0.275,-18,0.6
"('cci_4h', 'bb_sqeeze_both_direction_4h', 'adx_4h')",XGBClassifier,0.20215759849906192,-1270,0.21364452423698385,-319,0.5
"('macd_max', 'williams_break', 'bb_middle_crossing_4h')",XGBClassifier,0.1735109873719797,-6567,0.1852589641434263,-1580,0.45
"('cci_4h', 'macd_max_4h', 'ema_20_channel')",XGBClassifier,0.27906976744186046,-38,0.35714285714285715,-4,0.6
"('macd', 'ema_20_channel', 'rsi_convergence5_40')",XGBClassifier,0.2558139534883721,-21,0.2222222222222222,-5,0.6
"('cci', 'adx_max_48', 'macd_slope_4h')",XGBClassifier,0.323943661971831,-25,0.3448275862068966,-9,0.55
"('bb_sqeeze_both_direction_4h', 'rsi_convergence', 'macd_slope_4h')",XGBClassifier,0.21823617339312407,-377,0.23979591836734693,-102,0.55
"('macd_zero', 'macd', 'macd_slope')",XGBClassifier,0.18788149471490248,-4193,0.1870380898237635,-1101,0.5
"('rsi_break_4h', 'rsi', 'bb_middle_crossing_4h')",XGBClassifier,0.17006594080662474,-4303,0.17430639324487335,-1080,0.5
"('macd_zero', 'adx_slope', 'ema_10_50')",XGBClassifier,0.31683168316831684,-37,0.391304347826087,-5,0.6
"('macd_zero', 'rsi_break_4h', 'ema_20_channel')",XGBClassifier,0.18090325827148068,-5073,0.18450912678835718,-1279,0.5
"('rsi_limit_4h', 'williams_break', 'adx_4h')",XGBClassifier,0.29064039408866993,-85,0.25862068965517243,-28,0.55
"('rsi_convergence', 'macd_slope_4h', 'adx_max_4h')",XGBClassifier,0.29411764705882354,-14,0.5,0,0.55
"('macd_zero', 'cci', 'rsi_limit_4h')",XGBClassifier,0.2052416609938734,-1732,0.1913265306122449,-484,0.5
"('rsi', 'adx_4h', 'macd_slope_4h')",XGBClassifier,0.2559366754617414,-185,0.3048780487804878,-32,0.55
"('rsi_limit_4h', 'rsi_convergence5_40', 'adx_max_4h')",XGBClassifier,0.20849933598937584,-439,0.21787709497206703,-101,0.55
"('adx_slope', 'ema_10_50', 'williams_limit_4h')",XGBClassifier,0.27065026362038663,-261,0.24444444444444444,-69,0.55
"('rsi', 'candle_4h', 'rsi_convergence5_40')",XGBClassifier,0.17293233082706766,-4089,0.18153067678684376,-1007,0.5
"('bb_sqeeze_both_direction_4h', 'bb_sqeeze_both_direction', 'adx')",XGBClassifier,0.1878719183904789,-2203,0.2045701849836779,-543,0.5
"('macd_zero', 'adx_4h', 'williams_limit_4h')",XGBClassifier,0.20696937697993664,-1110,0.18805309734513273,-282,0.55
"('ema_20_channel', 'candle_4h', 'macd_slope_4h')",XGBClassifier,0.2332089552238806,-286,0.17266187050359713,-91,0.55
"('macd', 'squeeze_momentum', 'macd_slope')",XGBClassifier,0.32222222222222224,-32,0.3157894736842105,-7,0.55
"('adx_slope', 'bb_sqeeze_both_direction_4h', 'candle_4h')",XGBClassifier,0.2013888888888889,-1118,0.21149897330595482,-281,0.55
"('macd_slope_4h', 'williams_limit_4h', 'adx')",XGBClassifier,0.1744633130406921,-4064,0.17266187050359713,-1001,0.5
"('rsi_break_4h', 'macd_max_4h', 'adx_max_21')",XGBClassifier,0.30303030303030304,-13,0.125,-6,0.55
"('macd_zero', 'macd_max_4h', 'adx_max_4h')",XGBClassifier,0.23096446700507614,-212,0.2897196261682243,-45,0.55
"('bb_sqeeze_both_direction_4h', 'rsi_limit_4h', 'adx_max_4h')",XGBClassifier,0.1786584015939783,-2903,0.18197879858657243,-720,0.5
"('macd', 'bb_middle_crossing', 'adx')",XGBClassifier,0.22735346358792186,-614,0.22033898305084745,-165,0.55
"('rsi_convergence', 'ema_10_50', 'adx_max_4h')",XGBClassifier,0.2857142857142857,-12,0.5,0,0.55
"('bb_sqeeze_both_direction_4h', 'rsi_break_4h', 'williams_break')",XGBClassifier,0.23006644518272426,-650,0.22996515679442509,-155,0.55
"('macd_max', 'rsi_break_4h', 'adx_max_21')",XGBClassifier,0.3333333333333333,-10,0.14285714285714285,-5,0.55
"('macd_max', 'bb_sqeeze_both_direction_4h', 'adx_max_4h')",XGBClassifier,0.21016483516483517,-422,0.2469879518072289,-84,0.55
"('rsi_limit_4h', 'williams_break', 'bb_sqeeze_both_direction')",XGBClassifier,0.25304136253041365,-203,0.29591836734693877,-40,0.6
"('cci_4h', 'rsi_limit_4h', 'ema_10_50')",XGBClassifier,0.17575273722627738,-5686,0.18173719376391984,-1429,0.5
"('cci', 'rsi_convergence', 'williams_break')",XGBClassifier,0.27040816326530615,-180,0.25925925925925924,-52,0.6
"('cci_4h', 'bb_middle_crossing', 'macd_slope_4h')",XGBClassifier,0.2361546499477534,-505,0.19591836734693877,-149,0.6
"('macd_max', 'rsi', 'candle_4h')",XGBClassifier,0.1760077472460961,-5353,0.1875602700096432,-1296,0.5
"('macd_max', 'ema_20_channel', 'macd_slope')",XGBClassifier,0.18784722222222222,-3596,0.1837431693989071,-926,0.5
"('rsi_break_4h', 'williams_break', 'candle_4h')",XGBClassifier,0.21831955922865015,-818,0.21159420289855072,-199,0.55
"('macd_max', 'rsi_convergence', 'candle_4h')",XGBClassifier,0.1835731196503369,-3475,0.19743406985032075,-849,0.5
"('macd_convergence', 'bb_middle_crossing', 'williams_break')",XGBClassifier,0.3104693140794224,-105,0.33695652173913043,-30,0.6
"('cci', 'rsi_limit_4h', 'macd')",XGBClassifier,0.2033898305084746,-1400,0.18536585365853658,-387,0.55
"('macd_zero', 'bb_sqeeze_both_direction_4h', 'rsi_convergence5_40')",XGBClassifier,0.20523560209424083,-563,0.19117647058823528,-168,0.55
"('adx_slope', 'bb_middle_crossing', 'candle_4h')",XGBClassifier,0.30319148936170215,-74,0.3488372093023256,-13,0.6
"('macd_max', 'rsi_convergence5_40', 'macd_slope_4h')",XGBClassifier,0.17316319409829528,-6557,0.18570287539936103,-1574,0.5
"('macd_zero', 'rsi', 'adx_max_4h')",XGBClassifier,0.22406639004149378,-133,0.3018867924528302,-21,0.55
"('cci_4h', 'rsi_limit_4h', 'williams_break')",XGBClassifier,0.22190812720848058,-787,0.2155688622754491,-190,0.55
"('macd_convergence', 'williams_break', 'candle_4h')",XGBClassifier,0.2985781990521327,-85,0.3142857142857143,-26,0.6
"('cci_4h', 'macd', 'macd_slope')",XGBClassifier,0.23709369024856597,-275,0.2,-87,0.55
"('rsi_limit_4h', 'adx_max_48', 'adx')",XGBClassifier,0.1731211656441718,-3410,0.1688411358403684,-863,0.5
"('bb_middle_crossing_4h', 'bb_sqeeze_both_direction', 'adx')",XGBClassifier,0.18153034300791557,-2414,0.2194871794871795,-547,0.5
"('macd_zero', 'adx_slope', 'bb_middle_crossing_4h')",XGBClassifier,0.2121576888353897,-1913,0.20413122721749696,-487,0.55
"('macd_zero', 'rsi_convergence', 'adx')",XGBClassifier,0.2465753424657534,-185,0.25688073394495414,-53,0.6
"('bb_sqeeze_both_direction_4h', 'rsi_limit_4h', 'adx_max_21')",XGBClassifier,0.1745258841619682,-2540,0.1738241308793456,-638,0.5
"('adx_slope', 'candle_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.2,-1572,0.20592592592592593,-397,0.55
"('macd_convergence', 'macd', 'adx')",XGBClassifier,0.2326315789473684,-508,0.25,-132,0.55
"('bb_sqeeze_both_direction_4h', 'macd', 'rsi_convergence5_40')",XGBClassifier,0.17943860857585672,-3723,0.17234468937875752,-981,0.5
"('macd_max', 'adx_slope', 'rsi_break_4h')",XGBClassifier,0.21071863580998781,-1900,0.2318125770653514,-435,0.55
"('macd', 'ema_20_channel', 'macd_slope')",XGBClassifier,0.1863618752421542,-3238,0.17593297791317594,-851,0.5
"('macd_max', 'ema_10_50', 'bb_middle_crossing_4h')",XGBClassifier,0.21145374449339208,-262,0.175,-78,0.55
"('macd_zero', 'bb_sqeeze_both_direction_4h', 'williams_break')",XGBClassifier,0.23882224645583425,-479,0.24766355140186916,-108,0.55
"('macd', 'rsi_convergence', 'adx')",XGBClassifier,0.24464831804281345,-167,0.24731182795698925,-47,0.6
"('bb_sqeeze_both_direction_4h', 'rsi', 'rsi_convergence5_40')",XGBClassifier,0.20260223048327136,-320,0.16770186335403728,-107,0.55
"('macd_max', 'cci', 'macd')",XGBClassifier,0.18202113409733592,-4273,0.19333333333333333,-1012,0.5
"('bb_sqeeze_both_direction_4h', 'rsi_convergence', 'ema_10_50')",XGBClassifier,0.29310344827586204,-24,0.2,-9,0.6
"('rsi', 'macd_max_4h', 'bb_middle_crossing_4h')",XGBClassifier,0.1684717208182912,-4408,0.17249555423829283,-1105,0.5
"('rsi', 'adx_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.20833333333333334,-756,0.2155688622754491,-190,0.55
"('rsi_break_4h', 'macd', 'williams_break')",XGBClassifier,0.2569444444444444,-70,0.21428571428571427,-24,0.55
"('macd_max', 'bb_middle_crossing_4h', 'adx_max_21')",XGBClassifier,0.2962962962962963,-11,0.2222222222222222,-5,0.55
"('adx_slope', 'ema_20_channel', 'adx')",XGBClassifier,0.18555790960451976,-3562,0.18989169675090253,-859,0.5
"('macd_max', 'candle_4h', 'williams_limit_4h')",XGBClassifier,0.17901044867854948,-4178,0.1845679012345679,-1022,0.5
"('macd_max', 'macd_zero', 'candle_4h')",XGBClassifier,0.18524035206499662,-4649,0.18888888888888888,-1176,0.5
"('rsi_break_4h', 'macd_max_4h', 'williams_break')",XGBClassifier,0.273972602739726,-66,0.275,-18,0.55
"('macd_zero', 'rsi', 'williams_limit_4h')",XGBClassifier,0.20611380145278452,-1942,0.19789227166276346,-516,0.5
"('cci', 'adx_max_48', 'adx_max_21')",XGBClassifier,0.17404865876481598,-2090,0.18335343787696018,-525,0.5
"('cci', 'bb_sqeeze_both_direction_4h', 'rsi_convergence')",XGBClassifier,0.4358974358974359,-5,0.125,-6,0.55
"('rsi_break_4h', 'rsi_convergence', 'bb_sqeeze_both_direction')",XGBClassifier,0.34782608695652173,-14,0.25,-6,0.55
"('rsi_break_4h', 'ema_10_50', 'williams_limit_4h')",XGBClassifier,0.20182166826462128,-1244,0.19367588932806323,-310,0.55
"('rsi_limit_4h', 'adx_max_48', 'macd_slope')",XGBClassifier,0.196,-456,0.23163841807909605,-95,0.55
"('rsi_convergence', 'rsi_convergence5_40', 'williams_limit_4h')",XGBClassifier,0.20181219110378912,-724,0.2442528735632184,-178,0.55
"('rsi_limit_4h', 'rsi_convergence', 'squeeze_momentum')",XGBClassifier,0.23236514522821577,-387,0.2559241706161137,-103,0.55
"('williams_break', 'rsi_convergence5_40', 'adx_max_21')",XGBClassifier,0.2623762376237624,-96,0.26666666666666666,-21,0.6
"('adx_max_48', 'bb_middle_crossing', 'macd_slope_4h')",XGBClassifier,0.23556058890147225,-467,0.20434782608695654,-136,0.6
"('adx_slope', 'bb_sqeeze_both_direction', 'adx_max_4h')",XGBClassifier,0.18775589783583543,-3203,0.19731649565903708,-767,0.5
"('ema_10_50', 'williams_break', 'adx')",XGBClassifier,0.23877068557919623,-221,0.2,-72,0.6
"('squeeze_momentum', 'ema_20_channel', 'adx_4h')",XGBClassifier,0.30303030303030304,-13,0.625,2,0.6
"('adx_max_48', 'ema_10_50', 'williams_break')",XGBClassifier,0.17471837088388215,-6006,0.17950889077053345,-1514,0.5
"('ema_10_50', 'macd_slope_4h', 'macd_slope')",XGBClassifier,0.1783761043331931,-4587,0.18004338394793926,-1180,0.5
"('macd_zero', 'cci', 'macd_slope_4h')",XGBClassifier,0.3469387755102041,-15,0.2857142857142857,-12,0.6
"('bb_sqeeze_both_direction_4h', 'macd_max_4h', 'ema_20_channel')",XGBClassifier,0.2727272727272727,-40,0.3333333333333333,-5,0.55
"('rsi', 'adx_max_21', 'adx_max_4h')",XGBClassifier,0.1863395225464191,-946,0.19689119170984457,-234,0.5
"('macd_convergence', 'adx_4h', 'rsi_convergence5_40')",XGBClassifier,0.34285714285714286,-33,0.36,-7,0.6
"('macd_convergence', 'macd_max_4h', 'williams_limit_4h')",XGBClassifier,0.26048565121412803,-217,0.2831858407079646,-49,0.6
"('bb_sqeeze_both_direction_4h', 'adx_max_48', 'williams_limit_4h')",XGBClassifier,0.19359267734553776,-1339,0.18461538461538463,-328,0.5
"('adx_slope', 'cci_4h', 'rsi_limit_4h')",XGBClassifier,0.23768736616702354,-490,0.19313304721030042,-143,0.55
"('adx_max_48', 'macd_slope_4h', 'adx')",XGBClassifier,0.17236542170787306,-3737,0.17642907551164433,-917,0.5
"('adx_slope', 'rsi_convergence', 'candle_4h')",XGBClassifier,0.23917525773195877,-253,0.3233082706766917,-47,0.55
"('adx_slope', 'rsi', 'williams_break')",XGBClassifier,0.25,-190,0.23595505617977527,-47,0.6
"('cci', 'rsi_limit_4h', 'rsi_convergence5_40')",XGBClassifier,0.17207684663795958,-3960,0.17142857142857143,-1012,0.5
"('macd_zero', 'cci_4h', 'squeeze_momentum')",XGBClassifier,0.21593625498007968,-713,0.19631901840490798,-198,0.55
"('rsi', 'rsi_convergence', 'bb_middle_crossing_4h')",XGBClassifier,0.20933333333333334,-436,0.24882629107981222,-107,0.55
"('bb_middle_crossing', 'candle_4h', 'rsi_convergence5_40')",XGBClassifier,0.25595238095238093,-82,0.18181818181818182,-21,0.6
"('macd_max', 'macd_zero', 'williams_break')",XGBClassifier,0.3076923076923077,-10,0.0,-6,0.6
"('cci_4h', 'rsi_limit_4h', 'adx')",XGBClassifier,0.17150364266093396,-5501,0.17695274831243973,-1340,0.5
"('ema_10_50', 'rsi_convergence5_40', 'adx_max_4h')",XGBClassifier,0.20505456634118321,-1027,0.18487394957983194,-300,0.55
"('cci', 'adx_max_48', 'adx')",XGBClassifier,0.16989277259434618,-4741,0.1689827682045581,-1191,0.5
"('adx_slope', 'rsi_convergence', 'ema_20_channel')",XGBClassifier,0.3939393939393939,-7,0.75,2,0.55
"('adx_4h', 'candle_4h', 'adx')",XGBClassifier,0.17492636701242156,-5077,0.18158697863682605,-1252,0.5
"('bb_middle_crossing', 'ema_20_channel', 'bb_sqeeze_both_direction')",XGBClassifier,0.2671957671957672,-176,0.2708333333333333,-44,0.55
"('rsi_limit_4h', 'rsi', 'rsi_convergence')",XGBClassifier,0.23234200743494424,-288,0.25,-84,0.55
"('rsi_convergence', 'bb_middle_crossing_4h', 'macd_slope_4h')",XGBClassifier,0.17356974650228563,-4713,0.1820667031164571,-1163,0.5
"('rsi', 'bb_middle_crossing_4h', 'bb_sqeeze_both_direction')",XGBClassifier,0.1763423816128393,-3267,0.17289719626168223,-840,0.5
"('rsi_limit_4h', 'bb_sqeeze_both_direction', 'williams_limit_4h')",XGBClassifier,0.19489559164733178,-1315,0.21113243761996162,-301,0.5
"('macd_max', 'macd', 'williams_limit_4h')",XGBClassifier,0.1749155700477466,-5583,0.18819702602230484,-1342,0.5
"('cci', 'ema_20_channel', 'bb_middle_crossing_4h')",XGBClassifier,0.26459143968871596,-121,0.175,-52,0.55
"('macd_max', 'rsi_limit_4h', 'squeeze_momentum')",XGBClassifier,0.18784900603082422,-2795,0.18303571428571427,-710,0.5
"('macd_convergence', 'adx_4h', 'adx_max_4h')",XGBClassifier,0.36363636363636365,-6,0.4444444444444444,-1,0.55
"('macd_convergence', 'cci_4h', 'macd')",XGBClassifier,0.27639751552795033,-144,0.28431372549019607,-44,0.6
"('adx_max_21', 'adx_max_4h', 'adx')",XGBClassifier,0.20465890183028287,-355,0.1910828025477707,-97,0.55
"('adx_max_48', 'squeeze_momentum', 'williams_break')",XGBClassifier,0.26126126126126126,-53,0.32,-9,0.6
"('cci', 'bb_sqeeze_both_direction', 'macd_slope')",XGBClassifier,0.23809523809523808,-55,0.10344827586206896,-23,0.55
"('cci_4h', 'rsi_break_4h', 'squeeze_momentum')",XGBClassifier,0.17002194447094743,-6917,0.1800302571860817,-1692,0.5
"('macd_zero', 'bb_middle_crossing', 'bb_sqeeze_both_direction')",XGBClassifier,0.2545824847250509,-241,0.2571428571428571,-68,0.6
"('cci_4h', 'williams_break', 'bb_middle_crossing_4h')",XGBClassifier,0.21959694232105628,-807,0.2099125364431487,-199,0.5
"('bb_sqeeze_both_direction_4h', 'adx_max_21', 'williams_limit_4h')",XGBClassifier,0.26704545454545453,-82,0.1875,-30,0.55
"('rsi', 'ema_10_50', 'ema_20_channel')",XGBClassifier,0.25190839694656486,-65,0.16129032258064516,-21,0.6
"('rsi_convergence', 'ema_20_channel', 'adx_4h')",XGBClassifier,0.2627551020408163,-186,0.2764227642276423,-55,0.55
